run_label,stage,source,json_path,family_id,task_family,suite_id,layer,mode,profile,row_type,persist_and_reload_stage_ms,control_plane_exchange_stage_ms,runtime_commit_finalize_stage_ms,runtime_data_plane_event_stage_ms,runtime_non_executor_stage_ms,runtime_post_executor_stage_ms,runtime_replay_ledger_stage_ms,runtime_driver_stage_ms,telemetry_emit_stage_ms,workspace_input_stage_ms,workspace_output_stage_ms,codeact_execution_stage_ms,execution_log_capture_stage_ms,runtime_signature_stage_ms,persist_bundle_write_stage_ms,persist_core_reload_stage_ms,persist_integrity_check_stage_ms,persist_retrieval_verification_stage_ms,persist_session_ledger_reload_stage_ms,persist_validator_reload_stage_ms,telemetry_event_write_stage_ms,telemetry_fact_write_stage_ms
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/benchmark-sample-8/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,26.217,111.709,9.066,0.626,1.896,0.958,0.696,,,,,,,,17.265,5.483,1.973,0.581,0.695,0.211,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-005/logs/telemetry.json,27,,,,,,,telemetry_json,27.411,109.107,10.110,0.710,1.509,1.100,0.799,,,,,,,,18.707,5.238,1.977,0.615,0.665,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-005/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,27.411,109.107,10.110,0.710,1.509,1.100,0.799,,,,,,,,18.707,5.238,1.977,0.615,0.665,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-001/logs/telemetry.json,27,,,,,,,telemetry_json,28.637,142.323,6.871,0.681,1.527,0.927,0.694,,,,,,,,20.066,5.145,1.983,0.617,0.616,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-001/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,28.637,142.323,6.871,0.681,1.527,0.927,0.694,,,,,,,,20.066,5.145,1.983,0.617,0.616,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-trend-004/logs/telemetry.json,27,,,,,,,telemetry_json,26.163,108.773,8.920,0.678,1.466,0.938,0.689,,,,,,,,17.823,5.032,1.944,0.600,0.565,0.195,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-trend-004/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,26.163,108.773,8.920,0.678,1.466,0.938,0.689,,,,,,,,17.823,5.032,1.944,0.600,0.565,0.195,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/benchmark-sample-4/logs/telemetry.json,27,,,,,,,telemetry_json,26.556,126.111,7.281,0.854,1.921,1.203,0.907,,,,,,,,18.357,4.875,1.977,0.550,0.587,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/benchmark-sample-4/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,26.556,126.111,7.281,0.854,1.921,1.203,0.907,,,,,,,,18.357,4.875,1.977,0.550,0.587,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-agg-002/logs/telemetry.json,27,,,,,,,telemetry_json,40.696,110.308,5.609,0.719,1.658,1.079,0.766,,,,,,,,31.840,5.199,2.052,0.616,0.764,0.218,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-agg-002/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,40.696,110.308,5.609,0.719,1.658,1.079,0.766,,,,,,,,31.840,5.199,2.052,0.616,0.764,0.218,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-agg-004/logs/telemetry.json,27,,,,,,,telemetry_json,38.806,109.949,5.536,0.674,1.551,1.070,0.746,,,,,,,,30.174,5.215,1.970,0.584,0.654,0.204,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-agg-004/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,38.806,109.949,5.536,0.674,1.551,1.070,0.746,,,,,,,,30.174,5.215,1.970,0.584,0.654,0.204,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-trend-005/logs/telemetry.json,27,,,,,,,telemetry_json,30.809,109.664,4.749,0.740,10.387,0.925,0.693,,,,,,,,21.526,5.660,2.021,0.759,0.630,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-trend-005/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,30.809,109.664,4.749,0.740,10.387,0.925,0.693,,,,,,,,21.526,5.660,2.021,0.759,0.630,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-anomaly-003/logs/telemetry.json,27,,,,,,,telemetry_json,27.793,111.184,4.579,0.649,1.636,0.949,0.701,,,,,,,,19.507,4.948,1.952,0.583,0.595,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-anomaly-003/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,27.793,111.184,4.579,0.649,1.636,0.949,0.701,,,,,,,,19.507,4.948,1.952,0.583,0.595,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-004/logs/telemetry.json,27,,,,,,,telemetry_json,32.817,107.280,5.599,1.036,11.191,1.240,0.815,,,,,,,,22.333,6.598,1.996,0.817,0.828,0.234,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-join-004/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,32.817,107.280,5.599,1.036,11.191,1.240,0.815,,,,,,,,22.333,6.598,1.996,0.817,0.828,0.234,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-anomaly-001/logs/telemetry.json,27,,,,,,,telemetry_json,28.812,127.616,5.028,0.699,1.620,0.966,0.719,,,,,,,,20.352,5.063,1.959,0.592,0.635,0.204,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L0/formal-anomaly-001/logs/telemetry.json,27.metrics,,,,,,,telemetry_json,28.812,127.616,5.028,0.699,1.620,0.966,0.719,,,,,,,,20.352,5.063,1.959,0.592,0.635,0.204,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-3/logs/telemetry.json,31,,,,,,,telemetry_json,37.037,110.355,5.510,0.872,5.120,0.996,1.674,,,,,,,,28.156,5.349,1.962,0.570,0.612,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-3/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,37.037,110.355,5.510,0.872,5.120,0.996,1.674,,,,,,,,28.156,5.349,1.962,0.570,0.612,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-001/logs/telemetry.json,31,,,,,,,telemetry_json,28.589,114.005,6.844,0.898,1.804,0.929,0.831,,,,,,,,19.705,5.237,1.960,0.644,0.595,0.196,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.589,114.005,6.844,0.898,1.804,0.929,0.831,,,,,,,,19.705,5.237,1.960,0.644,0.595,0.196,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-2/logs/telemetry.json,31,,,,,,,telemetry_json,35.717,106.719,6.852,0.921,1.613,0.973,1.778,,,,,,,,27.080,5.123,1.980,0.554,0.594,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-2/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,35.717,106.719,6.852,0.921,1.613,0.973,1.778,,,,,,,,27.080,5.123,1.980,0.554,0.594,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-003/logs/telemetry.json,31,,,,,,,telemetry_json,26.650,112.975,7.300,1.133,1.726,0.933,0.688,,,,,,,,17.900,5.107,1.971,0.618,0.628,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-003/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,26.650,112.975,7.300,1.133,1.726,0.933,0.688,,,,,,,,17.900,5.107,1.971,0.618,0.628,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-001/logs/telemetry.json,31,,,,,,,telemetry_json,31.773,113.704,4.601,0.933,1.936,1.133,0.790,,,,,,,,22.140,5.750,2.031,0.660,0.744,0.246,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,31.773,113.704,4.601,0.933,1.936,1.133,0.790,,,,,,,,22.140,5.750,2.031,0.660,0.744,0.246,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-002/logs/telemetry.json,31,,,,,,,telemetry_json,29.542,112.224,7.555,1.029,1.502,0.936,0.880,,,,,,,,20.414,5.367,2.025,0.654,0.622,0.208,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,29.542,112.224,7.555,1.029,1.502,0.936,0.880,,,,,,,,20.414,5.367,2.025,0.654,0.622,0.208,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-002/logs/telemetry.json,31,,,,,,,telemetry_json,28.370,110.533,4.749,1.189,2.023,0.958,0.709,,,,,,,,19.708,5.096,1.996,0.579,0.607,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.370,110.533,4.749,1.189,2.023,0.958,0.709,,,,,,,,19.708,5.096,1.996,0.579,0.607,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-5/logs/telemetry.json,31,,,,,,,telemetry_json,38.111,125.983,5.270,1.113,4.376,0.925,0.709,,,,,,,,29.587,4.954,1.959,0.562,0.641,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-5/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,38.111,125.983,5.270,1.113,4.376,0.925,0.709,,,,,,,,29.587,4.954,1.959,0.562,0.641,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-1/logs/telemetry.json,31,,,,,,,telemetry_json,26.380,110.145,5.103,0.691,1.348,4.633,0.751,,,,,,,,17.731,5.030,2.003,0.567,0.653,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-1/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,26.380,110.145,5.103,0.691,1.348,4.633,0.751,,,,,,,,17.731,5.030,2.003,0.567,0.653,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-003/logs/telemetry.json,31,,,,,,,telemetry_json,27.426,108.419,5.274,0.955,1.606,3.306,0.868,,,,,,,,18.821,5.056,1.973,0.595,0.571,0.195,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-003/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,27.426,108.419,5.274,0.955,1.606,3.306,0.868,,,,,,,,18.821,5.056,1.973,0.595,0.571,0.195,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-002/logs/telemetry.json,31,,,,,,,telemetry_json,30.010,107.266,5.111,0.933,1.447,0.895,0.664,,,,,,,,21.152,5.098,1.956,0.599,0.567,0.400,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,30.010,107.266,5.111,0.933,1.447,0.895,0.664,,,,,,,,21.152,5.098,1.956,0.599,0.567,0.400,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-7/logs/telemetry.json,31,,,,,,,telemetry_json,26.385,111.171,8.167,0.867,1.535,0.950,0.730,,,,,,,,17.930,4.906,2.008,0.551,0.604,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-7/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,26.385,111.171,8.167,0.867,1.535,0.950,0.730,,,,,,,,17.930,4.906,2.008,0.551,0.604,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-6/logs/telemetry.json,31,,,,,,,telemetry_json,36.013,108.596,5.189,0.777,5.194,0.855,1.980,,,,,,,,27.375,5.153,1.965,0.555,0.583,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-6/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,36.013,108.596,5.189,0.777,5.194,0.855,1.980,,,,,,,,27.375,5.153,1.965,0.555,0.583,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-003/logs/telemetry.json,31,,,,,,,telemetry_json,53.091,126.320,4.736,0.897,1.567,1.054,0.741,,,,,,,,41.465,7.083,2.396,0.797,0.829,0.269,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-003/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,53.091,126.320,4.736,0.897,1.567,1.054,0.741,,,,,,,,41.465,7.083,2.396,0.797,0.829,0.269,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-8/logs/telemetry.json,31,,,,,,,telemetry_json,38.341,110.741,8.219,0.940,2.146,1.211,2.079,,,,,,,,28.100,6.253,2.017,0.624,0.886,0.223,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-8/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,38.341,110.741,8.219,0.940,2.146,1.211,2.079,,,,,,,,28.100,6.253,2.017,0.624,0.886,0.223,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-005/logs/telemetry.json,31,,,,,,,telemetry_json,29.564,109.263,4.736,0.864,1.595,0.876,0.676,,,,,,,,20.752,5.073,1.972,0.600,0.575,0.196,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-005/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,29.564,109.263,4.736,0.864,1.595,0.876,0.676,,,,,,,,20.752,5.073,1.972,0.600,0.575,0.196,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-001/logs/telemetry.json,31,,,,,,,telemetry_json,41.290,109.998,4.640,0.978,1.562,0.902,0.652,,,,,,,,32.476,5.164,2.014,0.606,0.606,0.201,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,41.290,109.998,4.640,0.978,1.562,0.902,0.652,,,,,,,,32.476,5.164,2.014,0.606,0.606,0.201,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-004/logs/telemetry.json,31,,,,,,,telemetry_json,43.792,108.026,5.108,1.010,1.572,4.363,0.778,,,,,,,,34.578,5.442,1.995,0.647,0.687,0.213,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-004/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,43.792,108.026,5.108,1.010,1.572,4.363,0.778,,,,,,,,34.578,5.442,1.995,0.647,0.687,0.213,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-4/logs/telemetry.json,31,,,,,,,telemetry_json,27.038,108.002,5.144,0.941,4.517,0.884,0.713,,,,,,,,18.549,4.967,1.979,0.554,0.601,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/benchmark-sample-4/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,27.038,108.002,5.144,0.941,4.517,0.884,0.713,,,,,,,,18.549,4.967,1.979,0.554,0.601,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-002/logs/telemetry.json,31,,,,,,,telemetry_json,28.398,109.910,5.259,0.880,1.461,0.927,0.689,,,,,,,,19.881,4.990,1.948,0.608,0.583,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.398,109.910,5.259,0.880,1.461,0.927,0.689,,,,,,,,19.881,4.990,1.948,0.608,0.583,0.203,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-004/logs/telemetry.json,31,,,,,,,telemetry_json,39.071,104.211,4.852,0.863,1.468,0.931,0.698,,,,,,,,30.430,5.065,1.962,0.599,0.613,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-agg-004/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,39.071,104.211,4.852,0.863,1.468,0.931,0.698,,,,,,,,30.430,5.065,1.962,0.599,0.613,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-005/logs/telemetry.json,31,,,,,,,telemetry_json,40.517,109.202,4.776,1.161,1.534,0.972,0.712,,,,,,,,30.878,5.737,2.033,0.758,0.589,0.201,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-trend-005/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,40.517,109.202,4.776,1.161,1.534,0.972,0.712,,,,,,,,30.878,5.737,2.033,0.758,0.589,0.201,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-003/logs/telemetry.json,31,,,,,,,telemetry_json,40.116,107.930,6.383,1.104,1.709,1.177,0.733,,,,,,,,31.435,5.089,1.953,0.584,0.637,0.208,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-003/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,40.116,107.930,6.383,1.104,1.709,1.177,0.733,,,,,,,,31.435,5.089,1.953,0.584,0.637,0.208,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-004/logs/telemetry.json,31,,,,,,,telemetry_json,42.349,111.104,5.777,1.148,1.557,0.953,0.676,,,,,,,,32.613,5.860,1.994,0.759,0.598,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-join-004/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,42.349,111.104,5.777,1.148,1.557,0.953,0.676,,,,,,,,32.613,5.860,1.994,0.759,0.598,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-001/logs/telemetry.json,31,,,,,,,telemetry_json,28.540,112.053,5.029,0.853,1.809,1.073,0.783,,,,,,,,19.902,5.075,1.951,0.591,0.623,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L3/formal-anomaly-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.540,112.053,5.029,0.853,1.809,1.073,0.783,,,,,,,,19.902,5.075,1.951,0.591,0.623,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-3/logs/telemetry.json,31,,,,,,,telemetry_json,26.746,108.037,7.925,0.918,1.535,1.237,0.775,,,,,,,,18.087,5.019,1.998,0.589,0.655,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-3/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,26.746,108.037,7.925,0.918,1.535,1.237,0.775,,,,,,,,18.087,5.019,1.998,0.589,0.655,0.206,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-001/logs/telemetry.json,31,,,,,,,telemetry_json,36.122,109.261,10.060,1.058,1.961,3.087,1.579,,,,,,,,26.791,5.455,1.991,0.688,0.711,0.219,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,36.122,109.261,10.060,1.058,1.961,3.087,1.579,,,,,,,,26.791,5.455,1.991,0.688,0.711,0.219,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-2/logs/telemetry.json,31,,,,,,,telemetry_json,33.233,123.576,6.687,0.870,1.634,2.050,0.882,,,,,,,,22.494,6.303,2.477,0.704,0.762,0.250,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-2/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,33.233,123.576,6.687,0.870,1.634,2.050,0.882,,,,,,,,22.494,6.303,2.477,0.704,0.762,0.250,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-003/logs/telemetry.json,31,,,,,,,telemetry_json,38.004,126.002,7.095,0.941,1.521,0.932,0.667,,,,,,,,29.036,5.336,1.981,0.600,0.628,0.194,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-003/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,38.004,126.002,7.095,0.941,1.521,0.932,0.667,,,,,,,,29.036,5.336,1.981,0.600,0.628,0.194,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-agg-001/logs/telemetry.json,31,,,,,,,telemetry_json,28.427,128.700,4.771,0.935,1.589,0.981,0.699,,,,,,,,19.830,5.078,1.961,0.586,0.587,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-agg-001/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.427,128.700,4.771,0.935,1.589,0.981,0.699,,,,,,,,19.830,5.078,1.961,0.586,0.587,0.202,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-002/logs/telemetry.json,31,,,,,,,telemetry_json,28.411,125.654,6.715,1.034,1.659,0.974,0.701,,,,,,,,19.293,5.365,2.022,0.662,0.624,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-trend-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,28.411,125.654,6.715,1.034,1.659,0.974,0.701,,,,,,,,19.293,5.365,2.022,0.662,0.624,0.205,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-anomaly-002/logs/telemetry.json,31,,,,,,,telemetry_json,31.022,111.595,5.570,0.879,1.591,0.977,0.700,,,,,,,,22.152,5.167,1.968,0.620,0.712,0.207,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-anomaly-002/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,31.022,111.595,5.570,0.879,1.591,0.977,0.700,,,,,,,,22.152,5.167,1.968,0.620,0.712,0.207,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-5/logs/telemetry.json,31,,,,,,,telemetry_json,25.762,135.705,7.166,0.900,1.568,0.952,0.690,,,,,,,,17.372,4.904,1.960,0.549,0.589,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-5/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,25.762,135.705,7.166,0.900,1.568,0.952,0.690,,,,,,,,17.372,4.904,1.960,0.549,0.589,0.198,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-1/logs/telemetry.json,31,,,,,,,telemetry_json,26.263,108.206,6.948,0.858,1.561,0.977,0.700,,,,,,,,17.798,4.929,2.004,0.547,0.595,0.199,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/benchmark-sample-1/logs/telemetry.json,31.metrics,,,,,,,telemetry_json,26.263,108.206,6.948,0.858,1.561,0.977,0.700,,,,,,,,17.798,4.929,2.004,0.547,0.595,0.199,,
core,r01_14_subprocess_formal_api_local_memfd,work/r01_14_subprocess_formal_api_local_memfd/workspaces/L2/formal-join-003/logs/telemetry.json,31,,,,,,,telemetry_json,37.369,131.146,4.905,0.978,1.716,3.651,0.757,,,,,,,,28.321,5.357,1.980,0.634,0.656,0.200,,
